ISBN	题名/责任者	出版项	索书号	馆藏位置	
978-7-5682-4029-1	超越自卑== What life should mean to you / (奥) 阿尔弗雷德·阿德勒著; 墨晔译 eng	"北京: 北京理工大学出版社, 2017"	B848/82	第一书库（综合图书馆）	
978-7-5317-3887-9	自卑与超越 / (奥) 阿尔弗雷德·阿德勒著; 侯雁慧译	"哈尔滨: 北方文艺出版社, 2017"	B848/83	第一书库（综合图书馆）	
978-7-5484-2938-8	自卑与超越== What life should mean to you / (奥) 阿尔弗雷德·阿德勒著; 李青霞译 eng	"哈尔滨: 哈尔滨出版社, 2017"	B848-49/7	第一书库（综合图书馆）	
978-7-5057-4091-4	如何才能没压力 / (英) 马克·克洛普利著== The off switch / Mark Cropley; 牟微微译 eng	"北京: 中国友谊出版公司, 2017"	B849/18	第一书库（综合图书馆）	
978-7-5527-0506-5	图说金刚经 / (唐) 鸠摩罗什原译; 施青石编著	"兰州: 甘肃人民美术出版社, 2017"	B942.1/26	第一书库（综合图书馆）	
978-7-5447-6957-0	"圣经故事 旧约篇: 多雷插图完全版 / 洪佩奇, 洪叶编著"	"南京: 译林出版社, 2017"	B971/19	第一书库（综合图书馆）	
978-7-108-05802-7	圣经的故事== The story of the bible / (美) 房龙著; 黄悦译 eng	"北京: 生活·读书·新知三联书店, 2017"	B971/20	第一书库（综合图书馆）	
978-7-5447-6958-7	圣经故事 新约篇 次经篇: 多雷插图完全版 / 洪佩奇，洪叶编著	"南京: 译林出版社, 2017"	B971/21	第一书库（综合图书馆）	
978-7-5143-6202-2	圣经故事== Bible stories / (美) 亨德里克·威廉·房龙著; 吴梓涵译 eng	"北京: 现代出版社, 2017"	B971/22	第一书库（综合图书馆）	
978-7-5479-1530-1	福开森与中国艺术: 旅华中国古物收藏第一人 西士的中国艺术发现之旅 / (美) 聂婷著; 郑涛译	"上海: 上海书画出版社, 2017"	B979.9/8	第一书库（综合图书馆）	
978-7-5078-3844-2	中国神秘文化探幽 / 曹定军著	"北京: 中国国际广播出版社, 2017"	B992/2	第一书库（综合图书馆）	
978-7-5621-8655-7	巫女考 / (日) 柳田国男著; 姚奕崴译	"重庆: 西南师范大学出版社, 2017"	B993.13/2	第一书库（综合图书馆）	
978-7-5621-8656-4	"女性的灵力 / (日) 柳田国男著; 姚奕崴, 张琦译"	"重庆: 西南师范大学出版社, 2017"	B993.13/3	第一书库（综合图书馆）	
978-7-03-054036-2	人文社科项目申报300问 / 黄忠廉著	"北京: 科学出版社, 2017"	C36/1	第一书库（综合图书馆）	
978-7-5143-5939-8	胡适: 容忍与自由 / 胡适著	"北京: 现代出版社, 2017"	C52/66	第一书库（综合图书馆）	
978-7-5196-0167-6	理想在云端=Ideal in the cloud / 黄帅著 eng	"北京: 经济日报社, 2017"	C52/67	第一书库（综合图书馆）	
978-7-302-47996-3	统计学原理与技能应用 / 韩文琰主编	"北京: 清华大学出版社, 2017"	C8/206	第一书库（综合图书馆）	
978-7-302-46665-9	"应用STATA做统计分析: 更新至STATA 12 / (美) Lawrence C. Hamilton著; 巫锡炜, 焦开山, 李丁等译"	"北京: 清华大学出版社, 2017"	C819/103	第一书库（综合图书馆）	
978-7-111-56494-2	关键对话: 如何高效能沟通 / (美) 科里·帕特森 ... [等] 著; 毕崇毅译	"北京: 机械工业出版社, 2017"	C912.1/365	第一书库（综合图书馆）	
978-7-5086-7566-4	提升你的沟通技能== Improve your communication skills / (英) 艾伦·巴克著; 白红岩译 eng	"北京: 中信出版集团, 2017"	C912.1/366	第一书库（综合图书馆）	
978-7-111-56778-3	对话的禁区== Blamestorming: 21个你必须避开的沟通风暴 / (英) 罗布·肯德尔著; 冯沐辰译 eng	"北京: 机械工业出版社, 2017"	C912.1/367	第一书库（综合图书馆）	
978-7-308-16946-2	职场沟通力== Successful business communication / (英) 马丁·曼瑟著; 张思思译 eng	"杭州: 浙江大学出版社, 2017"	C912.11/72	第一书库（综合图书馆）	
978-7-108-05649-8	待人之道: 游戏规则: 我们相互之间应该怎样交往 / (德) 克尼格著; 李士勋译	"北京: 生活·读书·新知三联书店, 2017"	C912.11/73	第一书库（综合图书馆）	
978-7-5502-9668-8	别让“神经病”把你逼疯了== Talking to crazy: how to deal with the irrational and impossible people in your life / (美) 马克·郭世顿; 笨苹果译 eng	"北京: 北京联合出版公司, 2017"	C912.11/74	第一书库（综合图书馆）	
978-7-5404-8240-4	融入的艺术: 高效、直接地获得你想要的任何人脉 / (美) 珍妮·马丁内特著== The art of mingling: fun and proven techniques for mastering any room / Jeanne Martinet; 刘勇军译 eng	"长沙: 湖南文艺出版社, 2017"	C912.11/75	第一书库（综合图书馆）	
978-7-02-012340-7	人性的弱点== How to win friends & influence people / (美) 戴尔·卡内基著; 陈杰译 eng	"北京: 人民文学出版社, 2017"	C912.11/76	第一书库（综合图书馆）	
978-7-5596-0820-8	"沟通的艺术: 看入人里, 看出人外 / (美) 罗纳德·B·阿德勒, 拉塞尔·F·普罗科特著== Looking out / in / Ronald B. Adler, Russell F. Proctor II; 黄素菲, 李恩, 王敏译 eng"	"北京: 北京联合出版公司, 2017"	C912.11-49/8	第一书库（综合图书馆）	
978-7-308-16840-3	"应对难以沟通的人 / (英) 布莱恩·索尔特, 内奥米·兰福德-伍德著== Dealing with difficult people / Brian Salter, Naomi Langford-Wood; 张源译 eng"	"杭州: 浙江大学出版社, 2017"	C912.11-49/9	第一书库（综合图书馆）	
978-7-5480-3775-0	社交与礼仪: 言谈得体并正确处理各种人际关系 / 端木自在著	"南昌: 江西美术出版社, 2017"	C912.12/22	第一书库（综合图书馆）	
978-7-5596-0722-5	刻意练习的精准话术 / (美) 卡罗尔·弗莱明著; 于海生译	"北京: 北京联合出版公司, 2017"	C912.13/5	第一书库（综合图书馆）	
978-7-5699-1596-9	"哈佛双赢谈判准则与技巧 / (德) 尤塔·波特纳著== Besser Verhandeln Das Trainingsbuch / Jutta Portner; 马博磊, 牛一萌, 梁在田译 ger"	"北京: 北京时代华文书局, 2017"	C912.3/190	第一书库（综合图书馆）	
978-7-5692-0457-5	乌合之众 / (法) 勒庞著; 刘泽刚译	"长春: 吉林大学出版社, 2017"	C912.64/8	第一书库（综合图书馆）	
978-7-5168-1417-8	地球简史== The story of the world we live in / (美) 亨德里克·威廉·房龙著; 逸凡译 eng	"北京: 台海出版社, 2017"	C912.8/15	第一书库（综合图书馆）	
978-7-5130-2808-0	中国城市文化竞争力研究报告 zhong guo cheng shi wen hua jing zheng li yan jiu bao gao== Chinese urban culture competitiueness report / 范周主编 eng	"北京: 知识产权出版社, 2015-"	C912.81/34	第一书库（综合图书馆）	
978-7-5621-8572-7	安静的幸福== Introverts in love: 内向性格者的爱情密语 / (美) 索菲娅·登布林著; 童心译 eng	"重庆: 西南师范大学出版社, 2017"	C913.1/146	第一书库（综合图书馆）	
978-7-307-19411-3	赢面试: 101种问答玩转面试难题 / (美) 罗恩·弗莱著; 付文博译	"武汉: 武汉大学出版社, 2017"	C913.2/191	第一书库（综合图书馆）	
978-7-5145-1073-7	三步打造你的个人品牌 求职者指南 / (美) 布伦达·本斯著; 潘千译	"北京: 中国致公出版社, 2017"	C913.2/192	第一书库（综合图书馆）	
978-7-313-16762-0	青年求职必胜攻略 / 《求职攻略》集体编著组编著	"上海: 上海交通大学出版社, 2017"	C913.2/193	第一书库（综合图书馆）	
978-7-5145-1071-3	三步打造你的个人品牌 基础卷: 升级版 / (美) 布伦达·本斯著; 王海若译	"北京: 中国致公出版社, 2017"	C913.2/194	第一书库（综合图书馆）	
978-7-5086-7324-0	舍弃的勇气: 为身心做减法的生活艺术 / (日)山下英子著; 路秀丽译	"北京: 中信出版集团股份有限公司, 2017"	C913.3/51	第一书库（综合图书馆）	
978-7-5448-4860-2	趣味生活简史 / (英) 比尔·布莱森著; 严维明译	"南宁: 接力出版社, 2017"	C913.3/52	第一书库（综合图书馆）	
978-7-5680-2712-0	无“疾”生“病”: 网络成瘾医学化的建构与实践 / 韩俊红著	"武汉: 华中科技大学出版社, 2017"	C913.5/28	第一书库（综合图书馆）	
978-7-5596-0712-6	如何不在网上虚度人生== Wasting time on the internet / (美)肯尼思·戈德史密斯著; 刘畅译 eng	"北京: 北京联合出版公司, 2017"	C913-49/7	第一书库（综合图书馆）	
978-7-303-22150-9	管理经济学== Managerial economics / 高汝熹著 eng	"北京: 北京师范大学出版社, 2017"	C93/336	第一书库（综合图书馆）	
978-7-5113-6815-7	"影响世界的100个经典管理定律: 领悟人类智慧经典, 把握管理思想的精髓 / 戴维斯编著"	"北京: 中国华侨出版社, 2017"	C93/337	第一书库（综合图书馆）	
978-7-5184-1463-5	"管理学原理 / 主编高建军, 董婧, 张瞳光"	"北京: 中国轻工业出版社, 2017"	C93/339	第一书库（综合图书馆）	
978-7-5638-2673-5	现代秘书礼仪 / 华洁芸，滕晗，滕燊蕤编著	"北京: 首都经济贸易大学出版社, 2017"	C931.46/235	第一书库（综合图书馆）	
978-7-307-19456-4	"公文组织与管理教程 / 黄夏基, 郑慧编"	"武汉: 武汉大学出版社, 2017"	C931.46/236	第一书库（综合图书馆）	
978-7-302-48113-3	现代管理信息系统 / 郭东强主编	"北京: 清华大学出版社, 2017"	C931.6/86	第一书库（综合图书馆）	
978-7-03-052820-9	"管理系统模拟 / 胡斌, 胡晓琳编著"	"北京: 科学出版社, 2017"	C931.6/87	第一书库（综合图书馆）	
7-111-04423-1	管理信息系统导论 / 黄梯云，李一军主编	"北京: 机械工业出版社, 2006, 2006重印"	C931.6/88	第一书库（综合图书馆）	
978-7-111-56697-7	"管理数据分析 原理、方法、工具及实践 / (美) 麦克·沃森, 德里克·内尔森著; 王忠玉, 王琼译"	"北京: 机械工业出版社, 2017"	C931/18	第一书库（综合图书馆）	
978-7-5638-2630-8	决策分析与决策树算法优化 / 高静著	"北京: 首都经济贸易大学出版社, 2017"	C934/56	第一书库（综合图书馆）	
978-7-5168-1419-2	效率是整理出来的 / 江华著	"北京: 台海出版社, 2017"	C934-49/14	第一书库（综合图书馆）	
978-7-5057-4087-7	管理精进: 跟阿德勒学带人 / (日) 小仓广著; 贾耀平译	"北京: 中国友谊出版公司, 2017"	C93-49/24	第一书库（综合图书馆）	
978-7-115-46317-3	极简管理法则 / (英) 理查德·泰普勒著; 傅婧瑛译	"北京: 人民邮电出版社, 2017"	C93-49/25	第一书库（综合图书馆）	
978-7-115-45687-8	极简工作法则== The rules of life: 如何成为领先的少数人 / (英) 理查德·泰普勒著 / = Richard Templar; 姚小菡译 eng	"北京: 人民邮电出版社, 2017"	C935/32	第一书库（综合图书馆）	
978-7-111-57387-6	吃掉那只青蛙== Eat that frog: 博恩·崔西的高效时间管理法则 / (美) 博恩·崔西著; 王璐译 eng	"北京: 机械工业出版社, 2017"	C935-49/19	第一书库（综合图书馆）	
978-7-5108-5608-2	日进一步: 提高效率的简单方法== The daily edge: simple strategies to incerase efficiency and make an impact every day / (美) 戴维·霍萨格著; 丁亚琼译 eng	"北京: 九州出版社, 2017"	C935-49/20	第一书库（综合图书馆）	
978-7-5637-3542-6	活动策划实战全书== Event planning / (美)朱迪·艾伦著; 卢涤非主译 eng	"北京: 旅游教育出版社, 2017"	C936/133	第一书库（综合图书馆）	
978-7-5060-8910-4	经验的疆界 / (美) 詹姆斯·马奇著== The ambiguities of experience / James G. March; 丁丹译 eng	"北京: 东方出版社, 2017"	C936/134	第一书库（综合图书馆）	
978-7-309-13165-9	中国化人才心理测评 / 鞠强主编	"上海: 复旦大学出版社, 2017"	C96/26	第一书库（综合图书馆）	
978-7-309-12745-4	公共部门人力资源管理== Human resource management in public sector / 蔡文著主编 eng	"上海: 复旦大学出版社, 2017"	D035.2/19	第一书库（综合图书馆）	
978-7-04-047378-0	行政管理学概论 / 杜宝贵主编	"北京: 高等教育出版社, 2017"	D035/86	第一书库（综合图书馆）	
978-7-5099-0782-5	悦读党章 / 本书编写组编著	"北京: 党建读物出版社, 2017"	D219/26	第一书库（综合图书馆）	
978-7-5099-0894-5	“三会一课”案例选 / 本书编写组编著	"北京: 党建读物出版社, 2017"	D262.4/18	第一书库（综合图书馆）	
978-7-5037-8139-1	天津民生与社会热点统计调查文集 / 国家统计局天津调查总队编	"北京: 中国统计出版社, 2017-"	D632.1/35	第一书库（综合图书馆）	
978-7-04-047841-9	"养老服务机构人力资源培训师实务培训 / 蒋晓明, 陈爱吾主编"	"北京: 高等教育出版社, 2017"	D669.6/79	第一书库（综合图书馆）	
978-7-313-17814-5	"互助养老服务理论与实践 / 陈雪萍, 郑生勇, 唐浥云等著"	"上海: 上海交通大学出版社, 2017"	D669.6/80	第一书库（综合图书馆）	
978-7-5136-4667-3	80后的养老事业: 养老产业商业模式与跨界创新 / 80后养老事业联盟编著	"北京: 中国经济出版社, 2017"	D669.6/81	第一书库（综合图书馆）	
978-7-5491-1478-8	36名邪教亲历者实录 / 主编陈少波	"广州: 南方日报出版社, 2016"	D669.8/16	第一书库（综合图书馆）	
978-7-301-27957-1	中国日常生活史读本== The Chinese daily life history reader / 常建华主编 eng	"北京: 北京大学出版社, 2017"	D691.9/14	第一书库（综合图书馆）	
978-7-214-19809-9	祖国在你身后: 中国海外领事保护案件实录 / 本书编委会编	"南京: 江苏人民出版社, 2016"	D821/3	第一书库（综合图书馆）	
978-7-300-23971-2	"无处安放的互联网隐私 / (美) 马克·罗滕伯格, 茱莉亚·霍维兹, 杰拉米·斯科特主编== Privacy in the modern age: the search for solutions / Marc Rotenberg, Julia Horwitz, Jeramie Scott; 苗淼译 eng"	"北京: 中国人民大学出版社, 2017"	D913.04/26	第一书库（综合图书馆）	
978-7-115-46318-0	犯罪心理分析 / (美) 斯坦顿·萨梅洛著== Inside the criminal mind: revised and updated edition / Stanton Samenow; 姚峰等译 eng	"北京: 人民邮电出版社, 2017"	D917.2/11	第一书库（综合图书馆）	
978-7-5654-2272-0	"审计法规与准则== Auditing laws, regulations & standards / 陈希晖主编 eng"	"大连: 东北财经大学出版社, 2016"	D922.2/42	第一书库（综合图书馆）	
978-7-5162-1372-8	"旅游业法律知识读本 / 中国社会科学院法学研究所法治宣传教育与公法研究中心组织编写; 本册主编艾其来, 杨利华"	"北京: 中国民主法制出版社, 2017"	D922.294.4/9	第一书库（综合图书馆）	
978-7-5632-3486-8	船载包装危险货物运输法律法规汇编 / 主编常文; 编写陈俊峰 ... [等]	"大连: 大连海事大学出版社, 2017"	D922.296.9/3	第一书库（综合图书馆）	
978-7-5093-8332-2	"警惕, 买房路上的那些坑 / 黄纲著"	"北京: 中国法制出版社, 2017"	D922.384/2	第一书库（综合图书馆）	
978-7-5111-3092-1	"环境污染犯罪司法解释图解案例手册 / 环境保护部环境监察局, 最高人民检察院侦查监督厅, 公安部治安管理局主编"	"北京: 中国环境出版社, 2017"	D924.3/4	第一书库（综合图书馆）	
978-7-5158-1904-4	经济学原理== Principles of economics / (英) 阿尔弗雷德·马歇尔著; 志英译 eng	"北京: 中华工商联合出版社, 2017"	F0/285	第一书库（综合图书馆）	
978-7-302-46163-0	"经济学精要== Essentials of economics / (英)约翰·斯洛曼,(英)迪恩·格拉特著; 吕宏 ... [等]译 eng"	"北京: 清华大学出版社, 2017"	F0/286	第一书库（综合图书馆）	
978-7-5121-3286-3	"西方经济学教学案例新编 / 主编耿香玲, 王英姿, 司子强"	"北京: 北京交通大学出版社, 2017"	F0-08/6	第一书库（综合图书馆）	
978-7-100-13880-2	"萨缪尔森经济学 (第19版) 学习指南 / (美) 保罗·萨缪尔森, 威廉·诺德豪斯著; 萧琛, 翟菲菲, 杜月等译"	"北京: 商务印书馆, 2017"	F097.12/3	第一书库（综合图书馆）	
978-7-221-13754-8	为什么是中国: 诺贝尔经济学大师眼中的中国与中国经济 / (美) 米尔顿·弗里德曼等讲述; 高小勇主编	"贵阳: 贵州人民出版社, 2017"	F12/120	第一书库（综合图书馆）	
978-7-5035-6105-4	大国之翼: “一带一路”西行漫记 / (俄) 尤里·塔夫罗夫斯基著; 尹永波译	"北京: 中共中央党校出版社, 2017"	F125/28	第一书库（综合图书馆）	
978-7-5086-7663-0	"大数据预测: 告诉你谁会点击、购买、撒谎或死去 / (美) 埃里克·西格尔著== Predictive analytics: the power to predict who will click, buy, lie, or die / Eric Siegel; 周大昕译 eng"	"北京: 中信出版集团, 2017"	F201/12	第一书库（综合图书馆）	
978-7-121-32399-7	"如客户般管理干系人 / (美) 马里奥·恩里克·特伦蒂姆著== Managing stakeholders as clients / Mario Henrique Trentim; 傅永康, 郭雷华, 钟晓华译 eng"	"北京: 电子工业出版社, 2017"	F224.5/146	第一书库（综合图书馆）	
978-7-5663-1789-6	会计英语== Accounting English / 主编郭桂杭 eng	"北京: 对外经济贸易大学出版社, 2017"	F23/402	第一书库（综合图书馆）	
